"category","content","vet_id"
"liver","Los demás lóbulos hepáticos conservan bordes redondeados, levemente aumentados de tamaño, excediendo sus límites.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Tamaño fisiológico, posición normal en su proporción abdominal izquierda,  ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Conserva buena diferenciación corticomedular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Con leve lodo biliar en proporción menor al 20%, Superficie interna regular lisa.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Se aprecia una estructura hiperecoica redondeada con cuello pedunculada sin sobra acústica sugerente de pólipo o coagulo reciente.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Con leve contenido anecoico urinario seguido de focos en suspensión hiperecoicos sin sombra acústica","da07b0a1-53a8-42db-9c7a-748415bf9734"
"adrenal_glands","GL Izquierda,  tamaño y forma bilobulada conservada","da07b0a1-53a8-42db-9c7a-748415bf9734"
"adrenal_glands","GL derecha, tamaño triangular o en delta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"adrenal_glands","Longitud 16.12mm, polo craneal 5.41mm de ancho y caudal 4.27mm","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Por las alteraciones en sistema urinario se recomienda realizar Exámenes complementarios según criterio médico tratante (Hemograma, creatinina, fosforo, BUN, Urianalisis con urocultivo) y repetir","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","No se observa liquido libre en ninguno de sus 4 cuadrantes abdominales Cisto Cólico CC, esplenorenal SR , Hepato Diafragmático HD y Hepatorenal HR.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Cuadrante Cisto Cólico CC","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Cuadrante Esplenorenal SR","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Cuadrante Hepato Diafragmático HD","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Cuadrante Hepatorenal HR","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Masa abdominal sin organodependencia definida","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Nota: la ecografía es una prueba dinámica donde los cachorros están en movimiento en un abdomen cilíndrico donde puede variar el número de cachorros a la primera impresión","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Nota:* en algunas ocasiones un feto puede ser contado dos veces o alguno se puede esconder al ultrasonido por los órganos abdominales, para determinar confiabilidad en el número de cachorros  se","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Nota:** recomienda realizar ecografía de control con Radiografía LL o VD para determinar el número exacto de cachorros y su posicionamiento previo al parto.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Útero izquierdo un cachorro en","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Útero derecho un cachorro en","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Presentación  posterior o pélvica ,","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Presentación   anterior o cefálica,","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","LATIDO FETAL:  Mayor a 200 lpm normal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","LATIDO FETAL:  De 180 a 200 lpm estrés de Parto","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","LATIDO FETAL:  De 160 a 180 lpm estrés fetal en riesgo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","LATIDO FETAL:  De 140 a 160 lpm sufrimiento de parto","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Movimiento peristáltico intestinal fetal  que corrobora edad gestacional mayor a 60 días.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Con diámetro biparietal de ____ para una edad gestacional aproximada de __ semanas y __ días, para una fecha probable de parto aproximada del ________","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Posición hipogastrio medio  caudal al trigono vesical","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Ecogenicidad granular mixta en corte transversal, hiperecoica en distribución de tejido ductal y tejido conectivo glandular hipoecoico normal (patrón mariposa)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Quistes","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Compatibilidad con Hiperplasia","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Compatibilidad con  Hipoplasia","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Compatibilidad con  Adenomas","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Hemisferios prostaticos evidencian adecuada simetría","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Presentación de vómitos","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Presentación de flujo vaginal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Presentación de polidipsia y poliuria","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Traumatismo abdominal por choque vehicular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Traumatismo abdominal por caída","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Presentación de diarrea","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Posible masa abdominal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Alteración analítica en sus exámenes de laboratorio Hemograma, Urianalisis y/o química sanguínea","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Alteración en sistema urinario (FLUDT, hematuria, estranguria, oliguria, Urolitiasis)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Convulsiones","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Problemas endocrinos","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Examen anual geriátrico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Traumatismo torácico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Relación Riñón Aorta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Alteración en relación cortical disminuida y medular aumentada sugerente de hidronefrosis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado  hepático","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Aumentada de tamaño con contenido anecoico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Con abundante sedimento urinario","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Presenta inflamación en pared vesical
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","No evidencia líquido libre en el cuadrante cistocolico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urethra","Presenta dilatación de la uretra","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Paredes con engrosamiento mayor a un cm de diámetro,","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Sugerente de Piometra o Hiperplasia endometrial","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Sugerente de mucometra, hidrómetra, Hemómetra","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Colecta uterina interna con focos hiperecoicos en formas anulares","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Forma ovalada o redondeada de ecotextura hipoecoica","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Con presentación anecoica redondeada en su interior de presuntivo quiste o folículo de graff","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Quiste con reforzamiento posterior","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Presenta una estructura de ecotextura mixta glandular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Con focos hiperecoicos, hipoecoicos y anecoicos desproporcionados","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","En glandula mamaria izquierda","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","En glandula mamaria derecha","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Tocacica craneal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Toracica caudal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Abdominal craneal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Abdominal caudal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Inguinal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Lesiones focales Hipoecoicas compatibles con hiperplasia nodular, lipoma,  metástasis, carcinoma, adenoma, sarcoma, fibroadenoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Masa de ecogenicidad aumentada con bordes irregulares","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Múltiples estructuras de ecogenicidad aumentada con bordes irregulares","da07b0a1-53a8-42db-9c7a-748415bf9734"
"mammary_glands","Se sugiere realizar exéresis quirúrgica de la masa de glandula mamaria con estudio de histopatologia para descartar malignidad.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Con alteración en relación cortical disminuida y medular aumentada sugerente de hidronefrosis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon","No evaluable","da07b0a1-53a8-42db-9c7a-748415bf9734"
"adrenal_glands","No se observaron adrenales reactivas durante este estudio.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Simetria de lobulos, parenquima homogeneo y econormal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Contorno irregular y contenido ligeramente hipoecoico sugerente de absceso prostatico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Corte longitudinal mide ___ mm   largo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Corte transversal mide ___ mm ancho y ___ mm alto","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Considerablemente hipoecoico con relacion a la grasa periprostática","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Uretra aparece como una pequeña porcion ecolúcida en el centro de la glandula, con una  estrecha banda de tejido hiperecoico adyacente.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Posición localizada en la cavidad pélvica,  alrededor del cuello vesical","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Márgenes lisos y continuos","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Relativamente hiperecoica","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Relativa hipogenicidad difusa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","La tabicación y la ecogenicidad del liquido son mas sugestivos de absceso que de quiste","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","DPC","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Con leve sedimento urinario","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Criptorquidia","da07b0a1-53a8-42db-9c7a-748415bf9734"
"liver","Los demás lóbulos hepáticos conservan bordes finos, sin exceder  sus límites","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Con moderado contenido ecogénico de lodo biliar en proporción cercana al 50% de su interior","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Contenido mixto anecoico y ecogénico móvil","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Se observa signo del anillo medular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Se observa signo del anillo medular hiperecogenico (normal para algunas razas pequeñas)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Realizar ecografía en 20 días posteriores al tratamiento para valorar evolución de _____ y cada 6 meses para monitoreo de ___","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Estructura hipoecoica focal en cuerpo esplenico de _ mm diametro","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Peristaltismo disminuido con retraso en vaciamiento gástrico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","En corte longitudinal se mide tamaño en ancho ___mm y largo ___  mm con corteza renal de __mm","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","En corte longitudinal se mide tamaño en ancho ___mm y largo ___ mm, con corteza renal de __mm","da07b0a1-53a8-42db-9c7a-748415bf9734"
"liver","Ligeramente aumentados pero sin exceder el demarcación anatómica normal del estómago ni el riñón derecho","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Evidencia liquido libre con focos ecogenicos de celularidad en el cuadrante cistocolico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","DPL","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Con pared de grosor normal, peristaltismo normal, estratificación conservada y contenido gaseoso","da07b0a1-53a8-42db-9c7a-748415bf9734"
"small_intestine","Con contenido líquido intraluminal, estratificación conservada, pared de grosor normal, peristaltismo normal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon","Contenido gaseoso, meteorismo.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Posición normal con moderado contenido anecoico, paredes conservadas hiperecogénicas","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Paciente Cardiópata con edema pulmonar alveolar, tuvo recientemente una recaída.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Contenido anecoico homogéneo (normal), forma de saco, distención moderada, pared ecogénica, íntegra, lisa, de espesor normal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Pequeñas áreas hiperecoicas medulares sin sombra acústica sugerentes de fibrosis por proceso senil","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Pequeñas áreas hiperecoicas medulares con sombra acústica sugerentes de nefrolitiasis  y fibrosis por proceso senil","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Pequeñas áreas hiperecoicas medulares con sombra acústica sugerentes de nefrolitiasis  y fibrosis por proceso senil","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Pequeñas áreas hiperecoicas medulares sin sombra acústica sugerentes de fibrosis por proceso senil","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","En corazón se mide en diástole relación Aorta Aurícula izquierda (normal hasta 1.5)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urethra","En corte longitudinal a nivel prostático mantiene contorno estrecho.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación corticomedular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"pancreas","En corte longitudinal se mide tamaño en cuerpo de ancho ___ mm","da07b0a1-53a8-42db-9c7a-748415bf9734"
"sex","MACHO","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","No evaluable","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Monitoreo hospitalario para dar seguimiento al tránsito estomacal en curso.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Quiste en polo craneal de  __ x __mm de diámetro","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Con la misma descripción ecográfica del riñón contralateral presentando alteración corticomedular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Alteración en relación cortical aumentada y medular disminuida sugerente de nefritis intersticial","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","En cortical presenta pequeñas áreas hiperecoicas difusas sin sombra acústica sugerentes de  fibrosis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Parénquima esplenico de  ecotextura isoecoica comparada con corteza renal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Caudal al riñón izquierdo en  fosa ovárica se aprecia una estructura  morulada de múltiples quistes con refuerzo posterior de 8.88mm de ancho y 25.14mm de largo aproximados realizados en corte longitu","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Caudal al riñón derecho en  fosa ovárica se aprecias  una estructura  morulada de múltiples quistes con refuerzo posterior y cavitaciones internas, se mide en corte longitudinal 16.27mm de ancho y 36.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Por las alteraciones en sistema reproductor, los quistes y la colecta en muñón uterino se recomienda realizar laparotomía exploratoria","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","No evaluable","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","No se observa por nerviosismo e intranquilidad en el examen, se recomienda realizar tricotomia para el siguiente examen ecografico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urethra","No evaluada","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","No evaluado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","No evaluado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Se aprecian dos estructuras móviles  hiperecoicas con sombra acústica de 2 a 3 mm de diámetro sugerentes de litios vesicales.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Con leve contenido urinario se evalúa tamaño de pared vesical craneal __mm, pared ventral ___mm, pared dorsal ___mm","da07b0a1-53a8-42db-9c7a-748415bf9734"
"sex","HEMBRA ENTERA","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Con énfasis en sistema genito urinario","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Excepto por una estructura hipoecoica focal en cuerpo esplenico de ___mm diametro","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Capsula de predomineo lisa excepto por el quiste donde se torna irregular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Tamaño levemente aumentado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","PERSA EXOTICO","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Se recomienda realizar cita de consulta cardiología y panel cardiaco completo Rxs tórax  lateral y DV, Ecocardiografía, Electrocardiograma y medición de presión arterial.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Ecografia abdominal por aborto","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Con aumento del grosor en sus paredes, contenido ecogenico difuso sin movimiento ni focos en suspencion,","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","En utero izquierdo se observa una estructura anecoica encapsulada bien definida con aumento de grosor en su pared","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Sugerente de maceracion fetal, retencion placentaria, metritis, loquios post parto","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Por la presentacion de aborto considerar riesgo de infeccion zoonotica por Brucella spp","da07b0a1-53a8-42db-9c7a-748415bf9734"
"lymph_nodes","Iliacos mediales","da07b0a1-53a8-42db-9c7a-748415bf9734"
"lymph_nodes","Pancreatico duodenales y yeyunales","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Tanto en decubito dorsal como en cuadripedestacion","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","No se observa ovario derecho","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Tamaño pequeño atrofiado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Sugerente de gastritis urémica.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon","Contenido gaseoso, en colon descendente y estratificación conservada.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Se sugiere realizar Orquiectomia con estudio de histopatología para descartar malignidad de la gónada  criptórquida.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Ventral  a la vejiga se localiza el útero este se encuentra con","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","* la doble ecogenicidad cortical si no es acompañada de hallazgos anormales en su orina o químicas sanguíneas (Glucosa, Cre, BUN, Fosforo, ALT, FA)  podría","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","** considerarse un proceso normal individual en este paciente sin representar enfermedad, se sugiere realizar seguimiento cada 3 meses ecográficos renales.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","En cortical presenta una área periférica de ecogenicidad reducida anecoica y un área central cortical hiperecoica  de relación iso ecogénica con respecto al hígado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","* la doble ecogenicidad cortical si no es acompañada de hallazgos anormales en su orina o químicas sanguíneas (Glucosa, Cre, BUN, Fosforo, ALT, FA)  podría","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","** considerarse un proceso normal individual en este paciente sin representar enfermedad, se sugiere realizar seguimiento cada 3 meses ecográficos renales.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Sin colecta uterina y sin focos ecogénicos en suspensión, sugerente de diestro,  endometritis o Hiperplasia endometrial","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","En movimiento con amplia cantidad de líquido amniótico, fetos con esqueleto óseo bien definido, órganos abdominales diferenciables como hígado, riñones, vejiga urinaria, estómago y asas intestinales","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Tomando esta última como mejor referencia estimada del parto y probabilidad de ser antes.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"uterus","Pulmones ecogénicos con relación al parénquima hepático","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","DACHSHUND","da07b0a1-53a8-42db-9c7a-748415bf9734"
"right_kidney","Se observa una pequeña área hiperecoica medular con sombra acústica sugerente de mineralización, nefrolitiasis o fibrosis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Realizar ecografía de control en 6 meses y detallar ambos riñones para descartar mineralización, nefrolitiasis y/o fibrosis medular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","No se observaron ovarios durante este estudio.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Cámara anterior anecoica (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Capsulas anterior y posterior del cristalino delgado y brillante (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Humor vítreo anecoico (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Pared posterior ojo brillante en  línea curva lisa sin estructuras hiperecoicas adyacentes (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Cornea estructura lineal uniforme y moderadamente ecogénica","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","No se observa ninguna estructura brillante dentro de la cámara anterior o el cuerpo vítreo (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Se observa material graso hiperecoico que rodea el nervio óptico hipoecoico (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Medición de la vaina del nervio óptico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Cámara anterior profunda por presuntivo glaucoma y/o buftalmia crónica - aguda","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Material ecogénico en cámara posterior por luxación del cristalino","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Material ecogénico en cámara anterior por luxación del cristalino","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Nódulo hiperecogénico en cámara anterior","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Sinequias anteriores","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Catarata intumescence","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Cristalino ecogénico por presuntiva esclerosis nuclear","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Estructuras ecogenicas en segmento posterior formando hebras finas, membranas, grumos y/o puntos en el humor vítreo por degeneración vítrea","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Estructuras ecogenicas en segmento posterior por hemorragia de retina","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Forma anormal del globo ocular por ruptura escleral o corneal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Forma anormal del globo ocular por encogimiento Tisis o micro oftalmia","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Masa retrobulbar que mella focalmente el globo ocular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Notorio edema de la cabeza del nervio óptico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","La superficie medial del fémur se muestra como una línea curva hiperecoica brillante","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","A nivel de la diáfisis media  se aprecia","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Lumen anecoico alineado horizontal mente de la vena yugular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Se visualiza el hueso____  en su eje corto  y largo observando línea hiperecoica proximal a lo largo de la corteza ósea cuyo curso no evidencia alteraciones","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Se visualiza el hueso____  en su eje corto y largo observando línea hiperecoica proximal a lo largo de la corteza ósea cuyo curso  evidencia alteración en escalón que indicativo de fractura","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Imagen ecogénica compatible con cuerpo extraño","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Perdida de la línea ósea brillante anterior  sugerente de reacción perióstica y/o panosteitis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Presenta quiste óseo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Tumefacción de ecogenicidad mixta compatible con absceso","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Presencia de efusión articular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Imagen en modo B en la cual se distingue una clara interrupción de la continuidad esperada en  línea hiperecoica proximal del periostio","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Deformación indiferenciada de los planos musculares o no caracterizada de presentación ecogénica mixta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Evaluación de una tumefacción de tejido blando muscular con proceso inflamatorio anecogénico encapsulado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Perdida de continuidad de la pared muscular por hernia con anillo hiperecogénico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Contenido aéreo en tumefacción de tejido blando","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Presencia de masa infiltrativa muscular con ecogenicidad mixta, estructuras trabeculadas con contenido anecoico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Hemorragia vítrea con material ecogénico presente en el segmento posterior","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ocular_study","Desprendimiento de retina por la presencia de una línea irregular hiperecoica que se extiende desde y hacia la pared posterior del ojo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Perpendicular a las costillas se aprecia el signo del cocodrilo formado por las cabezas de costillas y el espacio intercostal interpuesto, la línea hiperecoica representa la interfase Pulmón - Pleura","da07b0a1-53a8-42db-9c7a-748415bf9734"
